sentence,correct_label,label
"Porque recursos los tiene este país, sólo que en lugar de haber ido a parar a todas esas familias a las que se les cayó el ingreso y haberlos rescatado de las  de la , terminaron en los onerosos sueldos de los funcionarios y representantes, en las lujosas oficinas públicas, en las costosísimas campañas políticas… total los pobres son más pobres y los políticos más ricos.",1,1
", Gobernador Constitucional del Estado de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo informe de .",0,0
"Vale reconocer, desde luego, que en su contra también juegan el   e incluso en ocasiones el escaso interés de la sociedad, la ignorancia de los gobiernos, el descuido de los legisladores y la inhabilidad y frecuente ausencia de autocrítica de la misma televisión pública.",1,1
De cómo se  la  de Toño Sánchez,1,1
"Finalmente, el también autor de Hobbes y Rousseau: entre la autocracia y la democracia (1988), se acerca al debate contemporáneo de la sociedad civil y la presenta como “un espacio abierto a la construcción de formas asociativas independientes del control gubernamental y que ejercen influencia en el  de las  gubernamentales”.",1,1
"Con punto de acuerdo, por el que se exhorta al Ejecutivo federal a liberar los  aprobados en el ejercicio  de 2005 en el ramo carretero para Coahuila, y hacer oportuna entrega de los correspondientes a 2006, a cargo de la diputada Laura Elena Martínez Rivera, del grupo parlamentario del PRI.",0,0
"Como resultado de la recesión posterior a la primera guerra mundial, se  los  provenientes de esta actividad, disminuyendo los ya de por sí mínimos ingresos del Estado provenientes del comercio exterior.",1,1
"Una vez que hayan recibido de los partidos políticos o coaliciones las correcciones de los informes de cada precandidato, la Contraloría de la Legalidad Electoral, tendrá tres días para hacer las últimas observaciones, requiriendo por escrito a los precandidatos y al partido político, para que estos las aclaren en un término de dos días, que se computará a partir de haber sido  el .",0,0
"No se puede entender lo que está  sin admitir una absoluta aquiescencia/compadreo de los  con los desmanes que las clases dominantes financieras, a las que llamamos mercados erróneamente, están cometiendo a nuestra costa.",0,0
"Ante un auditorio de mas de mil 500 personas, González manifestó que ""la  es el  más grande al desarrollo de los países"" y que nunca habrá un mercado fuerte mientras exista un sector de la población que no tiene acceso a él. Mencionó que recientemente se reunió con el presidente brasileño, Luiz Inácio Lula da Silva, para intercambiar opiniones sobre el tema, y que le contó que en Brasil el 60% de la población no tiene acceso al agua potable.",1,1
Intetaremos ayudarle a  el  que mas se ajuste a sus necesidades y presupuesto.,0,0
"No partimos de cero, no repetimos el error mayúsculo de usted que declaró al Siglo XX mexicano como “un siglo perdido”; elegimos la tradición que nos incumbe, algunas de cuyas etapas culminantes son la Reforma liberal y la acción al pensamiento de don Benito Juárez, el gran   de Francisco I.",0,0
"Obtén ingresos extra!inicia tu propio negocio!gana  en tus ratos libres!sin inversiónproductos sin competenciaaccesorios para el : baño, re ...",0,0
Otros dos elementos son la  de los recursos de combate a la  para que sus presupuestos sean operados prioritariamente por los gobiernos municipales y la orientación del gasto y la inversión en infraestructura física hacia los servicios públicos que impactan el bienestar de las personas.,0,0
Hace dos años Artur Mas encargó a Andreu Mas-Colell la tarea de enderezar unas finanzas deterioradas por la drástica  de  y una asfixiante deuda.,1,1
"una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a , asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"Mas tarde o mas temprano, con los desequilibrios sociales es lo que hace saltar las chispas de la guerra, ademas somos demasiados, eso no justifica nada, lo mas difícil es parar las desigualdades, que eso es como el bajo monte cuando arde se recrudece mas el , donde sera esa guerra, donde hayan mas injusticias, o mas recursos naturales, en fin hemos avanzado mucho, pero hay una cosa que a pesar que lo sabemos, que todos tenemos que morir y no nos llevaremos nada terrestre a la otra vida, en cambio a qui somos todos unos acaparadores de poder y de  y eso es lo que hace que las diferencias sean cada día mas injustas, es como la pólvora se extiende hasta que alguien prende la mecha de la guerra.",0,0
Capriles pide la mediación de la Iglesia en el   venezolano - Grupo Milenio:,1,1
"Dos años antes el Sumo Pontífice había denunciado este   de los países del Norte como ""una nueva guerra fría, provocada por la carrera desenfrenada al acaparamiento y a la explotación de los recursos de la tierra por parte de unos pocos privilegiados sienta las bases para otra forma de guerra fría, entre el Norte y el Sur"", (Discurso, 8-V-93).",1,1
Porque la  es un  que se alimenta de los mismos pobres!!!,1,1
"La verdadera riqueza es la que aporta el capital humano, el trabajo que  la , y con un quehacer más especializado le da mayor valor agregado, gracias a la mayor preparación y capacitación de los recursos humanos.",1,1
Ni el Estado ni el mercado están en posibilidad de  la .,1,1
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les  a ellos. (Robert G. Ingersoll) * Los hijos de  raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"Nadie come ""soberanía"" monetaria ni le aprovecha que defiendan como perro su patrimonio mandando las tasas de interés a la estratosfera para que  y George Soros puedan asociarse con el superespeculador llamado Banco de México, con las cuentas malas a nuestro cargo con  interna, impuestos y Fobaproas.",0,0
Las  de la  son graduales; no se alcanzan de golpe.,1,1
El precandidato El buen “Pocholo” Mario Alberto Dávila Levantó ámpula Alborotar la gallera   Melchor Sánchez presentará su registro Transformcion de Monclova El “Pocholo” La candidatura,1,1
"Eso, comparado con la lentitud, la excesiva burocracia, y el ineficiente aparato hacendario de muchos países latinos, nos hace reflexionar sobre lo mucho que se necesita trabajar en nuestros países en materia de reforma hacendaria, simplificación de trámites y la lenta, pero necesaria muerte del regordete e inútil   de nuestros países.",1,1
"También ha sido  federal y fungió como coordinador parlamentario de la fracción del PAN, durante poco más de los primeros dos años de la LIX Legislatura (2003-2006), y pidió licencia para contender con Felipe Calderón y Alberto Cárdenas por la  presidencial de su partido.",0,0
"Murió Jorge Amado, con él lo hace una voz que trató siempre de imponer la alegría, el gozo por la vida, el sol y el olor del  sobre la , la marginación y la brutalidad de la vida en el sertao y las plantaciones de cacao.",1,1
"Actualmente el CICY cuenta con la formulación para elaborar este cementos óseo mejorado, mismo que además de  al  de los huesos, ofrece al paciente beneficios como una pronta recuperación y sufrir poco dolor postoperatorio; también limitan la formación de hueso ectópico (hueso anómalo en los tejidos blandos).",0,0
"La  sigue siendo muy : 222 millones de latinoamericanos y caribeños son pobres, de los que 96 millones viven en la indigencia, el 18,6% de la población.",1,1
"Por otra parte, el financiamiento del déficit con   implicaba aumentar las presiones inflacionarias generando presiones adicionales sobre el tipo de cambio y salida de capital; la consecuente inestabilidad obligaba a una mayor elevación de la tasa interna de interés.",1,1
Comunicado No. 0205 - SECRETARIA GENERAL DE  hacer más eficiente la atención que por disposición de ley las  estatales y municipales pueden brindar a los órganos electorales y ...,0,0
"Partiendo de la base de que el Partido de la Revolución Democrática normalmente ha  200 mil , y con la alianza del PT, estaríamos hablando de 250 mil, pues para llegar a los 800 mil votos, nos faltarían 550 mil.",0,0
"La izquierda interviene y decide qué, cómo ,cuándo, y con qué producir y  la .",1,1
Y esta limitación en el enfoque -que no se pregunta por los  desencadenantes de la  y la exclusión- se traduce en propuestas insuficientes o limitadas que no inciden en lo que sucede en el sector no pobre de la economía.,1,1
"SAGARPA ha iniciado su Consulta Pública 2006-2012, con la realización de Foros Estatales, cuyo objetivo es obtener de manera  y participativa las opiniones y propuestas de lo más representativo de la sociedad rural de cada  para incorporarlas a los lineamientos de política y programas del Plan Nacional de Desarrollo 2006-2012, y el Programa Sectorial, como base fundamental de sus contenidos con visión a largo plazo.",0,0
